2025-08-05 16:48:11 startup archives install
2025-08-05 16:53:34 status half-configured gnome-remote-desktop:amd64 46.3-0ubuntu1
2025-08-05 16:53:34 status installed gnome-remote-desktop:amd64 46.3-0ubuntu1
2025-08-05 16:53:34 configure gnome-user-docs-it:all 46.0-1ubuntu1 <none>
2025-08-05 16:53:34 status unpacked gnome-user-docs-it:all 46.0-1ubuntu1
2025-08-05 16:53:34 status half-configured gnome-user-docs-it:all 46.0-1ubuntu1
2025-08-05 16:53:34 status installed gnome-user-docs-it:all 46.0-1ubuntu1
2025-08-05 16:53:34 configure gnome-user-docs-ru:all 46.0-1ubuntu1 <none>
2025-08-05 16:53:34 status unpacked gnome-user-docs-ru:all 46.0-1ubuntu1
2025-08-05 16:53:34 status half-configured gnome-user-docs-ru:all 46.0-1ubuntu1
2025-08-05 16:53:34 status installed gnome-user-docs-ru:all 46.0-1ubuntu1
2025-08-05 16:53:34 configure gnome-user-docs-de:all 46.0-1ubuntu1 <none>
2025-08-05 16:53:34 status unpacked gnome-user-docs-de:all 46.0-1ubuntu1
2025-08-05 16:53:34 status half-configured gnome-user-docs-de:all 46.0-1ubuntu1
2025-08-05 16:53:34 status installed gnome-user-docs-de:all 46.0-1ubuntu1
2025-08-05 16:53:34 configure gnome-user-docs-fr:all 46.0-1ubuntu1 <none>
2025-08-05 16:53:34 status unpacked gnome-user-docs-fr:all 46.0-1ubuntu1
2025-08-05 16:53:34 status half-configured gnome-user-docs-fr:all 46.0-1ubuntu1
2025-08-05 16:53:34 status installed gnome-user-docs-fr:all 46.0-1ubuntu1
2025-08-05 16:53:34 configure gnome-user-docs-zh-hans:all 46.0-1ubuntu1 <none>
2025-08-05 16:53:34 status unpacked gnome-user-docs-zh-hans:all 46.0-1ubuntu1
2025-08-05 16:53:34 status half-configured gnome-user-docs-zh-hans:all 46.0-1ubuntu1
2025-08-05 16:53:34 status installed gnome-user-docs-zh-hans:all 46.0-1ubuntu1
2025-08-05 16:53:34 configure gnome-settings-daemon:amd64 46.0-1ubuntu1 <none>
2025-08-05 16:53:34 status unpacked gnome-settings-daemon:amd64 46.0-1ubuntu1
2025-08-05 16:53:34 status half-configured gnome-settings-daemon:amd64 46.0-1ubuntu1
2025-08-05 16:53:34 status installed gnome-settings-daemon:amd64 46.0-1ubuntu1
2025-08-05 16:53:35 configure gnome-shell:amd64 46.0-0ubuntu6~24.04.9 <none>
2025-08-05 16:53:35 status unpacked gnome-shell:amd64 46.0-0ubuntu6~24.04.9
2025-08-05 16:53:35 status half-configured gnome-shell:amd64 46.0-0ubuntu6~24.04.9
2025-08-05 16:53:35 status installed gnome-shell:amd64 46.0-0ubuntu6~24.04.9
2025-08-05 16:53:35 configure gnome-shell-extension-appindicator:all 58-1ubuntu24.04.1 <none>
2025-08-05 16:53:35 status unpacked gnome-shell-extension-appindicator:all 58-1ubuntu24.04.1
2025-08-05 16:53:35 status half-configured gnome-shell-extension-appindicator:all 58-1ubuntu24.04.1
2025-08-05 16:53:35 status installed gnome-shell-extension-appindicator:all 58-1ubuntu24.04.1
2025-08-05 16:53:35 configure ubuntu-session:all 46.0-1ubuntu4 <none>
2025-08-05 16:53:35 status unpacked ubuntu-session:all 46.0-1ubuntu4
2025-08-05 16:53:35 status half-configured ubuntu-session:all 46.0-1ubuntu4
2025-08-05 16:53:35 status installed ubuntu-session:all 46.0-1ubuntu4
2025-08-05 16:53:35 configure gnome-shell-extension-desktop-icons-ng:all 46+really47.0.9-1ubuntu2 <none>
2025-08-05 16:53:35 status unpacked gnome-shell-extension-desktop-icons-ng:all 46+really47.0.9-1ubuntu2
2025-08-05 16:53:35 status half-configured gnome-shell-extension-desktop-icons-ng:all 46+really47.0.9-1ubuntu2
2025-08-05 16:53:35 status installed gnome-shell-extension-desktop-icons-ng:all 46+really47.0.9-1ubuntu2
2025-08-05 16:53:35 configure gnome-shell-extension-ubuntu-dock:all 90ubuntu3 <none>
2025-08-05 16:53:35 status unpacked gnome-shell-extension-ubuntu-dock:all 90ubuntu3
2025-08-05 16:53:35 status half-configured gnome-shell-extension-ubuntu-dock:all 90ubuntu3
2025-08-05 16:53:35 status installed gnome-shell-extension-ubuntu-dock:all 90ubuntu3
2025-08-05 16:53:35 configure gnome-shell-extension-ubuntu-tiling-assistant:all 46-1ubuntu1.1 <none>
2025-08-05 16:53:35 status unpacked gnome-shell-extension-ubuntu-tiling-assistant:all 46-1ubuntu1.1
2025-08-05 16:53:35 status half-configured gnome-shell-extension-ubuntu-tiling-assistant:all 46-1ubuntu1.1
2025-08-05 16:53:35 status installed gnome-shell-extension-ubuntu-tiling-assistant:all 46-1ubuntu1.1
2025-08-05 16:53:35 trigproc sgml-base:all 1.31 <none>
2025-08-05 16:53:35 status half-configured sgml-base:all 1.31
2025-08-05 16:53:35 status installed xml-core:all 0.19
2025-08-05 16:53:35 status installed sgml-base:all 1.31
2025-08-05 16:53:35 configure sgml-data:all 2.0.11+nmu1 <none>
2025-08-05 16:53:35 status triggers-pending sgml-base:all 1.31
2025-08-05 16:53:35 status unpacked sgml-data:all 2.0.11+nmu1
2025-08-05 16:53:35 status half-configured sgml-data:all 2.0.11+nmu1
2025-08-05 16:53:35 status triggers-awaited sgml-data:all 2.0.11+nmu1
2025-08-05 16:53:35 configure polkitd:amd64 124-2ubuntu1.24.04.2 <none>
2025-08-05 16:53:35 status unpacked polkitd:amd64 124-2ubuntu1.24.04.2
2025-08-05 16:53:35 status half-configured polkitd:amd64 124-2ubuntu1.24.04.2
2025-08-05 16:53:35 status installed polkitd:amd64 124-2ubuntu1.24.04.2
2025-08-05 16:53:35 configure rtkit:amd64 0.13-5build1 <none>
2025-08-05 16:53:35 status unpacked rtkit:amd64 0.13-5build1
2025-08-05 16:53:35 status half-configured rtkit:amd64 0.13-5build1
2025-08-05 16:53:36 status installed rtkit:amd64 0.13-5build1
2025-08-05 16:53:36 configure colord:amd64 1.4.7-1build2 <none>
2025-08-05 16:53:36 status unpacked colord:amd64 1.4.7-1build2
2025-08-05 16:53:36 status half-configured colord:amd64 1.4.7-1build2
2025-08-05 16:53:36 status installed colord:amd64 1.4.7-1build2
2025-08-05 16:53:36 configure pkexec:amd64 124-2ubuntu1.24.04.2 <none>
2025-08-05 16:53:36 status unpacked pkexec:amd64 124-2ubuntu1.24.04.2
2025-08-05 16:53:36 status half-configured pkexec:amd64 124-2ubuntu1.24.04.2
2025-08-05 16:53:36 status installed pkexec:amd64 124-2ubuntu1.24.04.2
2025-08-05 16:53:36 configure network-manager:amd64 1.46.0-1ubuntu2.2 <none>
2025-08-05 16:53:36 status unpacked network-manager:amd64 1.46.0-1ubuntu2.2
2025-08-05 16:53:36 status half-configured network-manager:amd64 1.46.0-1ubuntu2.2
2025-08-05 16:53:36 status installed network-manager:amd64 1.46.0-1ubuntu2.2
2025-08-05 16:53:36 configure gamemode-daemon:amd64 1.8.1-2build1 <none>
2025-08-05 16:53:36 status unpacked gamemode-daemon:amd64 1.8.1-2build1
2025-08-05 16:53:36 status half-configured gamemode-daemon:amd64 1.8.1-2build1
2025-08-05 16:53:36 status installed gamemode-daemon:amd64 1.8.1-2build1
2025-08-05 16:53:36 configure network-manager-pptp:amd64 1.2.12-3build2 <none>
2025-08-05 16:53:36 status unpacked network-manager-pptp:amd64 1.2.12-3build2
2025-08-05 16:53:36 status half-configured network-manager-pptp:amd64 1.2.12-3build2
2025-08-05 16:53:36 status installed network-manager-pptp:amd64 1.2.12-3build2
2025-08-05 16:53:36 configure fprintd:amd64 1.94.3-1 <none>
2025-08-05 16:53:36 status unpacked fprintd:amd64 1.94.3-1
2025-08-05 16:53:36 status half-configured fprintd:amd64 1.94.3-1
2025-08-05 16:53:36 status installed fprintd:amd64 1.94.3-1
2025-08-05 16:53:36 configure brltty:amd64 6.6-4ubuntu5 <none>
2025-08-05 16:53:36 status unpacked brltty:amd64 6.6-4ubuntu5
2025-08-05 16:53:37 status half-configured brltty:amd64 6.6-4ubuntu5
2025-08-05 16:53:37 status installed brltty:amd64 6.6-4ubuntu5
2025-08-05 16:53:37 configure gnome-initial-setup:amd64 46.3-1ubuntu3~24.04.2 <none>
2025-08-05 16:53:37 status unpacked gnome-initial-setup:amd64 46.3-1ubuntu3~24.04.2
2025-08-05 16:53:37 status half-configured gnome-initial-setup:amd64 46.3-1ubuntu3~24.04.2
2025-08-05 16:53:38 status installed gnome-initial-setup:amd64 46.3-1ubuntu3~24.04.2
2025-08-05 16:53:38 configure network-manager-pptp-gnome:amd64 1.2.12-3build2 <none>
2025-08-05 16:53:38 status unpacked network-manager-pptp-gnome:amd64 1.2.12-3build2
2025-08-05 16:53:38 status half-configured network-manager-pptp-gnome:amd64 1.2.12-3build2
2025-08-05 16:53:38 status installed network-manager-pptp-gnome:amd64 1.2.12-3build2
2025-08-05 16:53:38 configure gdm3:amd64 46.2-1ubuntu1~24.04.1 <none>
2025-08-05 16:53:38 status unpacked gdm3:amd64 46.2-1ubuntu1~24.04.1
2025-08-05 16:53:38 status half-configured gdm3:amd64 46.2-1ubuntu1~24.04.1
2025-08-05 16:53:38 status installed gdm3:amd64 46.2-1ubuntu1~24.04.1
2025-08-05 16:53:38 configure packagekit:amd64 1.2.8-2ubuntu1.2 <none>
2025-08-05 16:53:38 status unpacked packagekit:amd64 1.2.8-2ubuntu1.2
2025-08-05 16:53:38 status half-configured packagekit:amd64 1.2.8-2ubuntu1.2
2025-08-05 16:53:38 status installed packagekit:amd64 1.2.8-2ubuntu1.2
2025-08-05 16:53:38 configure modemmanager:amd64 1.23.4-0ubuntu2 <none>
2025-08-05 16:53:38 status unpacked modemmanager:amd64 1.23.4-0ubuntu2
2025-08-05 16:53:38 status half-configured modemmanager:amd64 1.23.4-0ubuntu2
2025-08-05 16:53:39 status installed modemmanager:amd64 1.23.4-0ubuntu2
2025-08-05 16:53:39 configure libgamemode0:amd64 1.8.1-2build1 <none>
2025-08-05 16:53:39 status unpacked libgamemode0:amd64 1.8.1-2build1
2025-08-05 16:53:39 status half-configured libgamemode0:amd64 1.8.1-2build1
2025-08-05 16:53:39 status installed libgamemode0:amd64 1.8.1-2build1
2025-08-05 16:53:39 configure policykit-1:amd64 124-2ubuntu1.24.04.2 <none>
2025-08-05 16:53:39 status unpacked policykit-1:amd64 124-2ubuntu1.24.04.2
2025-08-05 16:53:39 status half-configured policykit-1:amd64 124-2ubuntu1.24.04.2
2025-08-05 16:53:39 status installed policykit-1:amd64 124-2ubuntu1.24.04.2
2025-08-05 16:53:39 configure libpam-fprintd:amd64 1.94.3-1 <none>
2025-08-05 16:53:39 status unpacked libpam-fprintd:amd64 1.94.3-1
2025-08-05 16:53:39 status half-configured libpam-fprintd:amd64 1.94.3-1
2025-08-05 16:53:39 status installed libpam-fprintd:amd64 1.94.3-1
2025-08-05 16:53:39 configure network-manager-openvpn:amd64 1.10.2-4build2 <none>
2025-08-05 16:53:39 status unpacked network-manager-openvpn:amd64 1.10.2-4build2
2025-08-05 16:53:39 status half-configured network-manager-openvpn:amd64 1.10.2-4build2
2025-08-05 16:53:39 status installed network-manager-openvpn:amd64 1.10.2-4build2
2025-08-05 16:53:39 configure packagekit-tools:amd64 1.2.8-2ubuntu1.2 <none>
2025-08-05 16:53:39 status unpacked packagekit-tools:amd64 1.2.8-2ubuntu1.2
2025-08-05 16:53:39 status half-configured packagekit-tools:amd64 1.2.8-2ubuntu1.2
2025-08-05 16:53:39 status installed packagekit-tools:amd64 1.2.8-2ubuntu1.2
2025-08-05 16:53:39 configure aptdaemon:all 1.1.1+bzr982-0ubuntu44 <none>
2025-08-05 16:53:39 status unpacked aptdaemon:all 1.1.1+bzr982-0ubuntu44
2025-08-05 16:53:39 status half-configured aptdaemon:all 1.1.1+bzr982-0ubuntu44
2025-08-05 16:53:39 status installed aptdaemon:all 1.1.1+bzr982-0ubuntu44
2025-08-05 16:53:39 configure network-manager-gnome:amd64 1.34.0-1ubuntu3 <none>
2025-08-05 16:53:39 status unpacked network-manager-gnome:amd64 1.34.0-1ubuntu3
2025-08-05 16:53:39 status half-configured network-manager-gnome:amd64 1.34.0-1ubuntu3
2025-08-05 16:53:39 status installed network-manager-gnome:amd64 1.34.0-1ubuntu3
2025-08-05 16:53:39 configure python3-aptdaemon:all 1.1.1+bzr982-0ubuntu44 <none>
2025-08-05 16:53:39 status unpacked python3-aptdaemon:all 1.1.1+bzr982-0ubuntu44
2025-08-05 16:53:39 status half-configured python3-aptdaemon:all 1.1.1+bzr982-0ubuntu44
2025-08-05 16:53:39 status installed python3-aptdaemon:all 1.1.1+bzr982-0ubuntu44
2025-08-05 16:53:39 configure network-manager-config-connectivity-ubuntu:all 1.46.0-1ubuntu2.2 <none>
2025-08-05 16:53:39 status unpacked network-manager-config-connectivity-ubuntu:all 1.46.0-1ubuntu2.2
2025-08-05 16:53:39 status half-configured network-manager-config-connectivity-ubuntu:all 1.46.0-1ubuntu2.2
2025-08-05 16:53:39 status installed network-manager-config-connectivity-ubuntu:all 1.46.0-1ubuntu2.2
2025-08-05 16:53:39 configure network-manager-openvpn-gnome:amd64 1.10.2-4build2 <none>
2025-08-05 16:53:39 status unpacked network-manager-openvpn-gnome:amd64 1.10.2-4build2
2025-08-05 16:53:39 status half-configured network-manager-openvpn-gnome:amd64 1.10.2-4build2
2025-08-05 16:53:39 status installed network-manager-openvpn-gnome:amd64 1.10.2-4build2
2025-08-05 16:53:39 configure software-properties-common:all 0.99.49.2 <none>
2025-08-05 16:53:39 status unpacked software-properties-common:all 0.99.49.2
2025-08-05 16:53:39 status half-configured software-properties-common:all 0.99.49.2
2025-08-05 16:53:39 status installed software-properties-common:all 0.99.49.2
2025-08-05 16:53:39 configure gstreamer1.0-packagekit:amd64 1.2.8-2ubuntu1.2 <none>
2025-08-05 16:53:39 status unpacked gstreamer1.0-packagekit:amd64 1.2.8-2ubuntu1.2
2025-08-05 16:53:39 status half-configured gstreamer1.0-packagekit:amd64 1.2.8-2ubuntu1.2
2025-08-05 16:53:39 status installed gstreamer1.0-packagekit:amd64 1.2.8-2ubuntu1.2
2025-08-05 16:53:39 configure update-notifier:amd64 3.192.68.2 <none>
2025-08-05 16:53:39 status unpacked update-notifier:amd64 3.192.68.2
2025-08-05 16:53:39 status half-configured update-notifier:amd64 3.192.68.2
2025-08-05 16:53:39 status installed update-notifier:amd64 3.192.68.2
2025-08-05 16:53:39 configure gamemode:amd64 1.8.1-2build1 <none>
2025-08-05 16:53:39 status unpacked gamemode:amd64 1.8.1-2build1
2025-08-05 16:53:39 status half-configured gamemode:amd64 1.8.1-2build1
2025-08-05 16:53:39 status installed gamemode:amd64 1.8.1-2build1
2025-08-05 16:53:39 configure python3-aptdaemon.gtk3widgets:all 1.1.1+bzr982-0ubuntu44 <none>
2025-08-05 16:53:39 status unpacked python3-aptdaemon.gtk3widgets:all 1.1.1+bzr982-0ubuntu44
2025-08-05 16:53:39 status half-configured python3-aptdaemon.gtk3widgets:all 1.1.1+bzr982-0ubuntu44
2025-08-05 16:53:39 status installed python3-aptdaemon.gtk3widgets:all 1.1.1+bzr982-0ubuntu44
2025-08-05 16:53:39 configure language-selector-gnome:all 0.225 <none>
2025-08-05 16:53:39 status unpacked language-selector-gnome:all 0.225
2025-08-05 16:53:39 status half-configured language-selector-gnome:all 0.225
2025-08-05 16:53:40 status installed language-selector-gnome:all 0.225
2025-08-05 16:53:40 configure gnome-control-center:amd64 1:46.7-0ubuntu0.24.04.2 <none>
2025-08-05 16:53:40 status unpacked gnome-control-center:amd64 1:46.7-0ubuntu0.24.04.2
2025-08-05 16:53:40 status half-configured gnome-control-center:amd64 1:46.7-0ubuntu0.24.04.2
2025-08-05 16:53:40 status installed gnome-control-center:amd64 1:46.7-0ubuntu0.24.04.2
2025-08-05 16:53:40 configure software-properties-gtk:all 0.99.49.2 <none>
2025-08-05 16:53:40 status unpacked software-properties-gtk:all 0.99.49.2
2025-08-05 16:53:40 status half-configured software-properties-gtk:all 0.99.49.2
2025-08-05 16:53:40 status installed software-properties-gtk:all 0.99.49.2
2025-08-05 16:53:40 configure update-manager:all 1:24.04.12 <none>
2025-08-05 16:53:40 status unpacked update-manager:all 1:24.04.12
2025-08-05 16:53:40 status half-configured update-manager:all 1:24.04.12
2025-08-05 16:53:40 status installed update-manager:all 1:24.04.12
2025-08-05 16:53:40 configure ubuntu-desktop-minimal:amd64 1.539.2 <none>
2025-08-05 16:53:40 status unpacked ubuntu-desktop-minimal:amd64 1.539.2
2025-08-05 16:53:40 status half-configured ubuntu-desktop-minimal:amd64 1.539.2
2025-08-05 16:53:40 status installed ubuntu-desktop-minimal:amd64 1.539.2
2025-08-05 16:53:40 trigproc sgml-base:all 1.31 <none>
2025-08-05 16:53:40 status half-configured sgml-base:all 1.31
2025-08-05 16:53:40 status installed sgml-data:all 2.0.11+nmu1
2025-08-05 16:53:40 status installed sgml-base:all 1.31
2025-08-05 16:53:40 configure docbook-xml:all 4.5-12 <none>
2025-08-05 16:53:40 status triggers-pending sgml-base:all 1.31
2025-08-05 16:53:40 status unpacked docbook-xml:all 4.5-12
2025-08-05 16:53:40 status half-configured docbook-xml:all 4.5-12
2025-08-05 16:53:41 status triggers-awaited docbook-xml:all 4.5-12
2025-08-05 16:53:41 trigproc dictionaries-common:all 1.29.7 <none>
2025-08-05 16:53:41 status half-configured dictionaries-common:all 1.29.7
2025-08-05 16:53:42 status installed dictionaries-common:all 1.29.7
2025-08-05 16:53:42 trigproc libgdk-pixbuf-2.0-0:amd64 2.42.10+dfsg-3ubuntu3.2 <none>
2025-08-05 16:53:42 status half-configured libgdk-pixbuf-2.0-0:amd64 2.42.10+dfsg-3ubuntu3.2
2025-08-05 16:53:42 status installed libgdk-pixbuf-2.0-0:amd64 2.42.10+dfsg-3ubuntu3.2
2025-08-05 16:53:42 trigproc libc-bin:amd64 2.39-0ubuntu8.5 <none>
2025-08-05 16:53:42 status half-configured libc-bin:amd64 2.39-0ubuntu8.5
2025-08-05 16:53:42 status installed libc-bin:amd64 2.39-0ubuntu8.5
2025-08-05 16:53:42 trigproc dbus:amd64 1.14.10-4ubuntu4.1 <none>
2025-08-05 16:53:42 status half-configured dbus:amd64 1.14.10-4ubuntu4.1
2025-08-05 16:53:42 status installed dbus:amd64 1.14.10-4ubuntu4.1
2025-08-05 16:53:42 trigproc ufw:all 0.36.2-6 <none>
2025-08-05 16:53:42 status half-configured ufw:all 0.36.2-6
2025-08-05 16:53:42 status installed ufw:all 0.36.2-6
2025-08-05 16:53:42 trigproc rygel:amd64 0.42.5-1ubuntu3 <none>
2025-08-05 16:53:42 status half-configured rygel:amd64 0.42.5-1ubuntu3
2025-08-05 16:53:42 status installed rygel:amd64 0.42.5-1ubuntu3
2025-08-05 16:53:42 trigproc sgml-base:all 1.31 <none>
2025-08-05 16:53:42 status half-configured sgml-base:all 1.31
2025-08-05 16:53:42 status installed docbook-xml:all 4.5-12
2025-08-05 16:53:42 status installed sgml-base:all 1.31
2025-08-05 17:01:25 startup packages remove
2025-08-05 17:01:25 status installed fonts-arphic-ukai:all 0.2.20080216.2-5
2025-08-05 17:01:25 remove fonts-arphic-ukai:all 0.2.20080216.2-5 <none>
2025-08-05 17:01:25 status half-configured fonts-arphic-ukai:all 0.2.20080216.2-5
2025-08-05 17:01:25 status half-installed fonts-arphic-ukai:all 0.2.20080216.2-5
2025-08-05 17:01:25 status triggers-pending fontconfig:amd64 2.15.0-1.1ubuntu2
2025-08-05 17:01:25 status config-files fonts-arphic-ukai:all 0.2.20080216.2-5
2025-08-05 17:01:25 status installed fonts-arphic-uming:all 0.2.20080216.2-10ubuntu2
2025-08-05 17:01:25 remove fonts-arphic-uming:all 0.2.20080216.2-10ubuntu2 <none>
2025-08-05 17:01:25 status half-configured fonts-arphic-uming:all 0.2.20080216.2-10ubuntu2
2025-08-05 17:01:25 status half-installed fonts-arphic-uming:all 0.2.20080216.2-10ubuntu2
2025-08-05 17:01:25 status config-files fonts-arphic-uming:all 0.2.20080216.2-10ubuntu2
2025-08-05 17:01:25 status installed gnome-user-docs-de:all 46.0-1ubuntu1
2025-08-05 17:01:25 remove gnome-user-docs-de:all 46.0-1ubuntu1 <none>
2025-08-05 17:01:25 status half-configured gnome-user-docs-de:all 46.0-1ubuntu1
2025-08-05 17:01:25 status half-installed gnome-user-docs-de:all 46.0-1ubuntu1
2025-08-05 17:01:25 status config-files gnome-user-docs-de:all 46.0-1ubuntu1
2025-08-05 17:01:25 status not-installed gnome-user-docs-de:all <none>
2025-08-05 17:01:25 status installed gnome-user-docs-es:all 46.0-1ubuntu1
2025-08-05 17:01:25 remove gnome-user-docs-es:all 46.0-1ubuntu1 <none>
2025-08-05 17:01:25 status half-configured gnome-user-docs-es:all 46.0-1ubuntu1
2025-08-05 17:01:25 status half-installed gnome-user-docs-es:all 46.0-1ubuntu1
2025-08-05 17:01:25 status config-files gnome-user-docs-es:all 46.0-1ubuntu1
2025-08-05 17:01:25 status not-installed gnome-user-docs-es:all <none>
2025-08-05 17:01:25 status installed gnome-user-docs-fr:all 46.0-1ubuntu1
2025-08-05 17:01:25 remove gnome-user-docs-fr:all 46.0-1ubuntu1 <none>
2025-08-05 17:01:25 status half-configured gnome-user-docs-fr:all 46.0-1ubuntu1
2025-08-05 17:01:25 status half-installed gnome-user-docs-fr:all 46.0-1ubuntu1
2025-08-05 17:01:25 status config-files gnome-user-docs-fr:all 46.0-1ubuntu1
2025-08-05 17:01:25 status not-installed gnome-user-docs-fr:all <none>
2025-08-05 17:01:25 status installed gnome-user-docs-it:all 46.0-1ubuntu1
2025-08-05 17:01:25 remove gnome-user-docs-it:all 46.0-1ubuntu1 <none>
2025-08-05 17:01:25 status half-configured gnome-user-docs-it:all 46.0-1ubuntu1
2025-08-05 17:01:25 status half-installed gnome-user-docs-it:all 46.0-1ubuntu1
2025-08-05 17:01:25 status config-files gnome-user-docs-it:all 46.0-1ubuntu1
2025-08-05 17:01:25 status not-installed gnome-user-docs-it:all <none>
2025-08-05 17:01:25 status installed gnome-user-docs-pt:all 46.0-1ubuntu1
2025-08-05 17:01:25 remove gnome-user-docs-pt:all 46.0-1ubuntu1 <none>
2025-08-05 17:01:25 status half-configured gnome-user-docs-pt:all 46.0-1ubuntu1
2025-08-05 17:01:25 status half-installed gnome-user-docs-pt:all 46.0-1ubuntu1
2025-08-05 17:01:25 status config-files gnome-user-docs-pt:all 46.0-1ubuntu1
2025-08-05 17:01:25 status not-installed gnome-user-docs-pt:all <none>
2025-08-05 17:01:25 status installed gnome-user-docs-zh-hans:all 46.0-1ubuntu1
2025-08-05 17:01:25 remove gnome-user-docs-zh-hans:all 46.0-1ubuntu1 <none>
2025-08-05 17:01:25 status half-configured gnome-user-docs-zh-hans:all 46.0-1ubuntu1
2025-08-05 17:01:25 status half-installed gnome-user-docs-zh-hans:all 46.0-1ubuntu1
2025-08-05 17:01:25 status config-files gnome-user-docs-zh-hans:all 46.0-1ubuntu1
2025-08-05 17:01:25 status not-installed gnome-user-docs-zh-hans:all <none>
2025-08-05 17:01:25 status installed ibus-chewing:amd64 2.0.0-1build2
2025-08-05 17:01:25 remove ibus-chewing:amd64 2.0.0-1build2 <none>
2025-08-05 17:01:25 status half-configured ibus-chewing:amd64 2.0.0-1build2
2025-08-05 17:01:25 status half-installed ibus-chewing:amd64 2.0.0-1build2
2025-08-05 17:01:25 status triggers-pending libglib2.0-0t64:amd64 2.80.0-6ubuntu3.4
2025-08-05 17:01:25 status triggers-pending gnome-menus:amd64 3.36.0-1.1ubuntu3
2025-08-05 17:01:25 status triggers-pending desktop-file-utils:amd64 0.27-2build1
2025-08-05 17:01:25 status config-files ibus-chewing:amd64 2.0.0-1build2
2025-08-05 17:01:25 status not-installed ibus-chewing:amd64 <none>
2025-08-05 17:01:25 status installed ibus-libpinyin:amd64 1.15.7-1build2
2025-08-05 17:01:25 remove ibus-libpinyin:amd64 1.15.7-1build2 <none>
2025-08-05 17:01:25 status half-configured ibus-libpinyin:amd64 1.15.7-1build2
2025-08-05 17:01:26 status half-installed ibus-libpinyin:amd64 1.15.7-1build2
2025-08-05 17:01:26 status config-files ibus-libpinyin:amd64 1.15.7-1build2
2025-08-05 17:01:26 status not-installed ibus-libpinyin:amd64 <none>
2025-08-05 17:01:26 status installed ibus-m17n:amd64 1.4.28-1build2
2025-08-05 17:01:26 remove ibus-m17n:amd64 1.4.28-1build2 <none>
2025-08-05 17:01:26 status half-configured ibus-m17n:amd64 1.4.28-1build2
2025-08-05 17:01:26 status half-installed ibus-m17n:amd64 1.4.28-1build2
2025-08-05 17:01:26 status triggers-pending man-db:amd64 2.12.0-4build2
2025-08-05 17:01:26 status triggers-pending hicolor-icon-theme:all 0.17-2
2025-08-05 17:01:26 status config-files ibus-m17n:amd64 1.4.28-1build2
2025-08-05 17:01:26 status not-installed ibus-m17n:amd64 <none>
2025-08-05 17:01:26 status installed ibus-table-cangjie:all 1.8.12-1
2025-08-05 17:01:26 remove ibus-table-cangjie:all 1.8.12-1 <none>
2025-08-05 17:01:26 status half-configured ibus-table-cangjie:all 1.8.12-1
2025-08-05 17:01:26 status half-installed ibus-table-cangjie:all 1.8.12-1
2025-08-05 17:01:26 status config-files ibus-table-cangjie:all 1.8.12-1
2025-08-05 17:01:26 status not-installed ibus-table-cangjie:all <none>
2025-08-05 17:01:26 status installed ibus-table-quick-classic:all 1.8.12-1
2025-08-05 17:01:26 remove ibus-table-quick-classic:all 1.8.12-1 <none>
2025-08-05 17:01:26 status half-configured ibus-table-quick-classic:all 1.8.12-1
2025-08-05 17:01:26 status half-installed ibus-table-quick-classic:all 1.8.12-1
2025-08-05 17:01:26 status config-files ibus-table-quick-classic:all 1.8.12-1
2025-08-05 17:01:26 status not-installed ibus-table-quick-classic:all <none>
2025-08-05 17:01:26 status installed ibus-table-wubi:all 1.8.12-1
2025-08-05 17:01:26 remove ibus-table-wubi:all 1.8.12-1 <none>
2025-08-05 17:01:26 status half-configured ibus-table-wubi:all 1.8.12-1
2025-08-05 17:01:26 status half-installed ibus-table-wubi:all 1.8.12-1
2025-08-05 17:01:26 status config-files ibus-table-wubi:all 1.8.12-1
2025-08-05 17:01:26 status not-installed ibus-table-wubi:all <none>
2025-08-05 17:01:26 status installed language-pack-gnome-de:all 1:24.04+20250724
2025-08-05 17:01:26 status installed language-pack-gnome-de-base:all 1:24.04+20250724
2025-08-05 17:01:26 status installed language-pack-de-base:all 1:24.04+20250724
2025-08-05 17:01:26 status installed language-pack-de:all 1:24.04+20250724
2025-08-05 17:01:26 status installed language-pack-gnome-en:all 1:24.04+20250724
2025-08-05 17:01:26 status installed language-pack-gnome-en-base:all 1:24.04+20250724
2025-08-05 17:01:26 status installed language-pack-en-base:all 1:24.04+20250724
2025-08-05 17:01:26 status installed language-pack-en:all 1:24.04+20250724
2025-08-05 17:01:26 status installed language-pack-gnome-es:all 1:24.04+20250724
2025-08-05 17:01:26 status installed language-pack-gnome-es-base:all 1:24.04+20250724
2025-08-05 17:01:26 status installed language-pack-es-base:all 1:24.04+20250724
2025-08-05 17:01:26 status installed language-pack-es:all 1:24.04+20250724
2025-08-05 17:01:26 status installed language-pack-gnome-fr:all 1:24.04+20250724
2025-08-05 17:01:26 status installed language-pack-gnome-fr-base:all 1:24.04+20250724
2025-08-05 17:01:26 status installed language-pack-fr-base:all 1:24.04+20250724
2025-08-05 17:01:26 status installed language-pack-fr:all 1:24.04+20250724
2025-08-05 17:01:26 status installed language-pack-gnome-it:all 1:24.04+20250724
2025-08-05 17:01:26 status installed language-pack-gnome-it-base:all 1:24.04+20250724
2025-08-05 17:01:26 status installed language-pack-gnome-pt:all 1:24.04+20250724
2025-08-05 17:01:26 status installed language-pack-gnome-pt-base:all 1:24.04+20250724
